methodA,methodB,isGolden,modelProbability,answerValue,answerer,image,crop,base_url,comparison_id
bpg_med_3_v2,ours_gan_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a09cef33f4eff919ad347fbdb9ea2650.png,"[221, 551, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RyUWqz0i95vTQdYnn
bpg_med_3_v2,ours_gan_high,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a09cef33f4eff919ad347fbdb9ea2650.png,"[221, 551, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RyVCqKjKGOwr5s96n
minnen_mse_low,ours_gan_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RyWuKjAstfEGK6yN2
ours_gan_low,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RyYWuH3wbfgz8r1aT
minnen_mse_low,ours_lpips_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RyZMT6tNzfPShtMGr
ours_gan_med,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Ry_AntE43Ef9Iz4S_
ours_gan_low,ours_gan_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RyaZOFnohubysyNkU
minnen_mse_med,ours_gan_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RybOjgt6i89s6i--i
minnen_mse_med,ours_gan_med,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RybplHz4oBAxqX8AR
ours_gan_high,ours_gan_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RyclBkLDXsHshI3do
minnen_mse_med,ours_gan_high,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Rydi6FHJ-cD_f0KPj
minnen_mse_high,ours_gan_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Ryey5xZilqaDdHcjP
minnen_mse_high,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RymiHuRMOrWwFyXd9
minnen_mse_high,ours_gan_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RypAIN7wiOCOLB5BQ
bpg_med_2_v2,ours_gan_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RyqqJL1Vdtn7wpnLQ
bpg_med_2_v2,minnen_mse_med,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Rysvka7YVtV0ENfB5
bpg_med_2_v2,ours_gan_high,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RyuEyA8eE8H8MjwC1
bpg_med_3_v2,ours_gan_med,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RyvNnG992WQ6U_c-9
bpg_med_2_v2,bpg_med_3_v2,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RyxFUCNbbSjXZV4pl
bpg_med_3_v2,ours_gan_high,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,18089fbcc1e1cec439176833d87eda1d.png,"[447, 969, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RyxnDFwpbgDC-VdND
minnen_mse_low,ours_gan_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Rz-JKKqS-EsjhM75A
ours_gan_low,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Rz0eNefuaUxnD3zrv
minnen_mse_low,ours_lpips_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Rz2EnX6782GWS8J0d
ours_gan_med,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Rz3DCwHi3iugeeXio
ours_gan_low,ours_gan_med,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Rz5c0m3EcrMSHKNqE
minnen_mse_med,ours_gan_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Rz6NVhYGcNx9Gv6yV
minnen_mse_med,ours_lpips_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Rz6nH2sINisnqPPr1
minnen_mse_low,minnen_mse_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Rz7JYtaY7sX9Y4rdy
ours_gan_high,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Rz8FXyxnL3Pv2xY9F
ours_gan_high,ours_gan_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Rz8p8yE_5oEXVlRxm
minnen_mse_high,ours_gan_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzAMG9jhrOgm-tmMi
minnen_mse_high,minnen_mse_med,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzB2KyhmYRcn6I8VP
minnen_mse_high,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzBaU87x2H6rjt4QW
bpg_med_2_v2,minnen_mse_high,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzCcen90wNSsTA7tP
bpg_med_2_v2,minnen_mse_med,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzDu96Cgl1SkEtdnS
bpg_med_2_v2,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzEPHSW8buFqtLsvr
bpg_med_3_v2,minnen_mse_high,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzNSshu0BX4rQjyUB
bpg_med_3_v2,ours_gan_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzQCMXRxl5b8jVjPl
bpg_med_3_v2,ours_gan_high,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,ad249bba099568403dc6b97bc37f8d74.png,"[59, 412, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzS0oHzKTo_GMk016
minnen_mse_low,ours_gan_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzUqWhh2iQ-HuROE3
ours_gan_low,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzWOizX76sxcVn_h0
minnen_mse_low,ours_lpips_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzXBv9Y9ZLY6hz86y
ours_gan_med,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzZ3I1EOEj8dsJSsA
ours_gan_low,ours_gan_med,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzcA85FMvtA-Gvl9X
minnen_mse_med,ours_gan_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Rzd5nn591APfEcnQ1
minnen_mse_med,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzfFNVNxifZqIOvh1
minnen_mse_med,ours_gan_high,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RziUyija4R58sSLy2
ours_gan_high,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzkLq7wqEzOwpZ-oH
minnen_mse_high,minnen_mse_med,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Rzm8153VRV3h7AeTA
minnen_mse_high,ours_gan_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzoNm3-7vXxTvqrWN
minnen_mse_high,ours_gan_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzrTN-Ew5In_2Wz9m
bpg_med_2_v2,minnen_mse_med,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Rzt9umy-lARTgCOfP
bpg_med_2_v2,ours_gan_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzteYrIZgA776HXPU
bpg_med_2_v2,minnen_mse_high,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzuWTrJk7_aVYn0Vw
bpg_med_3_v2,minnen_mse_high,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzvhRGJcmi_bw8OqU
bpg_med_3_v2,ours_gan_med,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8Rzx9oMv84Mz6KRyiB
bpg_med_3_v2,ours_gan_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,a251fc93b93865a1649bdcdb1989dea0.png,"[56, 357, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8RzypuFlP5RNg5OU7G
minnen_mse_low,ours_gan_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[250, 644, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-6mJex36PnHqOw0l
ours_gan_low,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-AOfWxiDmNBqSdwS
minnen_mse_low,ours_lpips_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-BSDmMVWK39cs4Jo
ours_gan_med,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-ChoWpyl9vc8_6CH
ours_gan_low,ours_gan_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-EVsNHRrRnjp5Ow6
minnen_mse_med,ours_gan_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-Frv7rb_GsipIyC5
minnen_mse_med,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-H0rZMvL6pG3-0Ds
minnen_mse_med,ours_gan_high,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-IJgMwR6o4fyYP0r
ours_gan_high,ours_gan_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-J0uZ3aUB_7ueldB
ours_gan_high,ours_gan_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-JkVYHlkzlUIirtv
minnen_mse_high,ours_gan_high,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-L6jnUsGt3FZ8SZr
minnen_mse_high,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-LqRydElijbojHGm
minnen_mse_high,minnen_mse_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-MbSmlq08vaOwR34
bpg_med_2_v2,minnen_mse_med,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-NatHhb2vBrRAsTp
bpg_med_2_v2,ours_gan_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-OFLDeNu05lUQA-P
bpg_med_2_v2,ours_gan_high,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-P-K6vM-qcIlI-TM
bpg_med_3_v2,ours_gan_high,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-PhQkmLt65uuy1_g
bpg_med_3_v2,minnen_mse_high,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-QMhrL2Tt9uLX57q
bpg_med_3_v2,minnen_mse_med,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,58c136e73333a653f526e186ae264606.png,"[247, 393, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-SBRDYBIgN2W-eCK
minnen_mse_low,ours_gan_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-V9E0kaYJ7mSNYSk
ours_gan_low,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-WIyx1rMzALoMMFx
minnen_mse_low,ours_lpips_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-Wqo0TaYqcueEgt1
ours_gan_med,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-Xs2ClVZcU92Is_z
ours_gan_low,ours_gan_med,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-Yuaowq7-2SM52Ld
minnen_mse_med,ours_gan_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-_3Xc_u5poa5mMPs
minnen_mse_med,ours_lpips_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-bxSvFjZrbjaJ1eM
minnen_mse_low,minnen_mse_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-chZAoH8w5ntWsWB
ours_gan_high,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-eB-sly3eGrGwvgV
ours_gan_high,ours_gan_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-fj3jBifaHcGSTmW
minnen_mse_high,ours_gan_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-hYH9vQuNzFUg94A
minnen_mse_high,minnen_mse_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-ih_ApO8iaf39U69
minnen_mse_high,minnen_mse_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-j5CV2SxIztxMtGF
bpg_med_2_v2,ours_lpips_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-kW7ltO9z5c4_8On
bpg_med_2_v2,minnen_mse_high,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-l5wWyqrQvIymrjr
bpg_med_2_v2,minnen_mse_med,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-laqdBkg1Fg1ROEo
bpg_med_3_v2,ours_lpips_low,0,0,A,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-mbf1lvxwv36y0oZ
bpg_med_3_v2,ours_gan_low,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-nq8L-tUcRJ7KVe8
bpg_med_3_v2,ours_gan_med,0,0,B,6g3f7p0RIxazH2kWcTc3qn4i0iF3,95e7deacfe5e03bd1c668d2ece54f77b.png,"[542, 511, 768, 768]",https://storage.googleapis.com/hific/clic2020/visualize.html?perPage=10&imgs=,-M8S-pND4AIWNozPHwY0
